Indicator Name,Income Group,Year,Median,Lower Bound,Upper Bound,Count
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2022,40.04,23.09716348,56.98283652,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2022,61.56,45.90599153,77.21400847,53
Domestic General Government Health Exp (GGHE-D),High-income countries,2023,73.15,60.41392869,85.88607131,64
Domestic General Government Health Exp (GGHE-D),Low-income countries,2023,18.72,7.419789825,30.02021018,24
Domestic General Government Health Exp (GGHE-D),Lower-middle-income countries,2023,39.8,21.77121255,57.82878745,50
Domestic General Government Health Exp (GGHE-D),Upper-middle-income countries,2023,61.78,46.47536175,77.08463825,53
Medical Doctors (per 10k),High-income countries,2000,25.28,17.26427355,33.29572645,63
Medical Doctors (per 10k),Low-income countries,2000,16.45,2.542302042,30.35769796,25
Medical Doctors (per 10k),Lower-middle-income countries,2000,13.12,-1.044366743,27.28436674,49
Medical Doctors (per 10k),Upper-middle-income countries,2000,13.125,3.564738822,22.68526118,53
Medical Doctors (per 10k),High-income countries,2001,26.035,17.81219557,34.25780443,63
Medical Doctors (per 10k),Low-income countries,2001,17.45,4.388809469,30.51119053,25
Medical Doctors (per 10k),Lower-middle-income countries,2001,13.03,-1.343824555,27.40382455,49
Medical Doctors (per 10k),Upper-middle-income countries,2001,18.16,8.113518383,28.20648162,53
Medical Doctors (per 10k),High-income countries,2002,25.53,16.97403433,34.08596567,63
Medical Doctors (per 10k),Low-income countries,2002,16.65,2.493046829,30.80695317,25
Medical Doctors (per 10k),Lower-middle-income countries,2002,13.485,-0.304230586,27.27423059,49
Medical Doctors (per 10k),Upper-middle-income countries,2002,19.165,7.20285109,31.12714891,53
Medical Doctors (per 10k),High-income countries,2003,28.57,20.11805862,37.02194138,63
Medical Doctors (per 10k),Low-income countries,2003,2.6,-8.921226733,14.12122673,25
Medical Doctors (per 10k),Lower-middle-income countries,2003,13.58,-1.125070554,28.28507055,49
Medical Doctors (per 10k),Upper-middle-income countries,2003,15.78,4.271149186,27.28885081,53
Medical Doctors (per 10k),High-income countries,2004,27.4,18.37801281,36.42198719,63
Medical Doctors (per 10k),Low-income countries,2004,1.39,-5.642140814,8.422140814,25
Medical Doctors (per 10k),Lower-middle-income countries,2004,12.045,-2.126057763,26.21605776,49
Medical Doctors (per 10k),Upper-middle-income countries,2004,13.94,1.443409516,26.43659048,53
Medical Doctors (per 10k),High-income countries,2005,28.71,19.32440789,38.09559211,63
Medical Doctors (per 10k),Low-income countries,2005,1.96,-6.458547024,10.37854702,25
Medical Doctors (per 10k),Lower-middle-income countries,2005,14.26,-0.130026703,28.6500267,49
Medical Doctors (per 10k),Upper-middle-income countries,2005,18.2,6.706361366,29.69363863,53
Medical Doctors (per 10k),High-income countries,2006,28.86,18.92727587,38.79272413,63
Medical Doctors (per 10k),Low-income countries,2006,2.355,-6.64098406,11.35098406,25
Medical Doctors (per 10k),Lower-middle-income countries,2006,13.4,-1.001170871,27.80117087,49
Medical Doctors (per 10k),Upper-middle-income countries,2006,19.975,8.52759578,31.42240422,53
Medical Doctors (per 10k),High-income countries,2007,29.9,19.90472201,39.89527799,63
Medical Doctors (per 10k),Low-income countries,2007,2.495,-5.56060095,10.55060095,25
Medical Doctors (per 10k),Lower-middle-income countries,2007,12,1.15055067,22.84944933,49
Medical Doctors (per 10k),Upper-middle-income countries,2007,21.495,6.83384162,36.15615838,53
Medical Doctors (per 10k),High-income countries,2008,29.605,19.81191193,39.39808807,63
Medical Doctors (per 10k),Low-income countries,2008,0.865,-7.889912643,9.619912643,25
Medical Doctors (per 10k),Lower-middle-income countries,2008,6.83,-4.48599822,18.14599822,49
Medical Doctors (per 10k),Upper-middle-income countries,2008,18.735,3.840268659,33.62973134,53
Medical Doctors (per 10k),High-income countries,2009,30.27,20.77191142,39.76808858,63
Medical Doctors (per 10k),Low-income countries,2009,1.015,-3.717338619,5.747338619,25
Medical Doctors (per 10k),Lower-middle-income countries,2009,8.405,-2.381089005,19.19108901,49
Medical Doctors (per 10k),Upper-middle-income countries,2009,16.565,1.89238831,31.23761169,53
Medical Doctors (per 10k),High-income countries,2010,29.36,19.87537151,38.84462849,63
Medical Doctors (per 10k),Low-income countries,2010,1.21,-4.361063699,6.781063699,25
Medical Doctors (per 10k),Lower-middle-income countries,2010,6.115,-5.258255714,17.48825571,49
Medical Doctors (per 10k),Upper-middle-income countries,2010,16.83,3.325917662,30.33408234,53
Medical Doctors (per 10k),High-income countries,2011,31.05,19.43012817,42.66987183,63
Medical Doctors (per 10k),Low-income countries,2011,1.24,-4.272475483,6.752475483,25
Medical Doctors (per 10k),Lower-middle-income countries,2011,7.18,-5.51027151,19.87027151,49
Medical Doctors (per 10k),Upper-middle-income countries,2011,18.575,5.475737659,31.67426234,53
Medical Doctors (per 10k),High-income countries,2012,31.835,20.33204835,43.33795165,63
Medical Doctors (per 10k),Low-income countries,2012,1.36,-7.049773849,9.769773849,25
Medical Doctors (per 10k),Lower-middle-income countries,2012,7.42,-5.516161788,20.35616179,49
Medical Doctors (per 10k),Upper-middle-income countries,2012,16.88,2.447139751,31.31286025,53
Medical Doctors (per 10k),High-income countries,2013,32.82,20.74150823,44.89849177,63
Medical Doctors (per 10k),Low-income countries,2013,1.065,-2.780918854,4.910918854,25
Medical Doctors (per 10k),Lower-middle-income countries,2013,7.09,-6.043555431,20.22355543,49
Medical Doctors (per 10k),Upper-middle-income countries,2013,19.515,5.602966899,33.4270331,53
Medical Doctors (per 10k),High-income countries,2014,32.565,20.44348464,44.68651536,63
Medical Doctors (per 10k),Low-income countries,2014,0.775,-8.212057758,9.762057758,25
Medical Doctors (per 10k),Lower-middle-income countries,2014,7.15,-5.066357058,19.36635706,49
Medical Doctors (per 10k),Upper-middle-income countries,2014,18.905,5.791001267,32.01899873,53
Medical Doctors (per 10k),High-income countries,2015,31.085,21.5164106,40.6535894,63
Medical Doctors (per 10k),Low-income countries,2015,0.83,0.15907658,1.50092342,25
Medical Doctors (per 10k),Lower-middle-income countries,2015,7.79,-1.94575962,17.52575962,49
Medical Doctors (per 10k),Upper-middle-income countries,2015,19.73,4.252604539,35.20739546,53
Medical Doctors (per 10k),High-income countries,2016,32.06,22.32858816,41.79141184,63
Medical Doctors (per 10k),Low-income countries,2016,0.81,-7.806690029,9.426690029,25
Medical Doctors (per 10k),Lower-middle-income countries,2016,7.555,-5.840703452,20.95070345,49
Medical Doctors (per 10k),Upper-middle-income countries,2016,19.8,3.398620476,36.20137952,53
Medical Doctors (per 10k),High-income countries,2017,32.22,21.70424089,42.73575911,63
Medical Doctors (per 10k),Low-income countries,2017,0.99,-8.085944556,10.06594456,25
Medical Doctors (per 10k),Lower-middle-income countries,2017,7.43,-6.296835104,21.1568351,49
Medical Doctors (per 10k),Upper-middle-income countries,2017,20.555,5.217808624,35.89219138,53
Medical Doctors (per 10k),High-income countries,2018,33.03,18.1017404,47.9582596,63
Medical Doctors (per 10k),Low-income countries,2018,0.88,-3.930629946,5.690629946,25
Medical Doctors (per 10k),Lower-middle-income countries,2018,4.39,-5.04061928,13.82061928,49
Medical Doctors (per 10k),Upper-middle-income countries,2018,20.465,2.602465703,38.3275343,53
Medical Doctors (per 10k),High-income countries,2019,33.435,20.99831004,45.87168996,63
Medical Doctors (per 10k),Low-income countries,2019,0.89,-8.878441609,10.65844161,25
Medical Doctors (per 10k),Lower-middle-income countries,2019,7.32,-1.638548783,16.27854878,49
Medical Doctors (per 10k),Upper-middle-income countries,2019,23.2,4.169498846,42.23050115,53
Medical Doctors (per 10k),High-income countries,2020,34.685,22.19124088,47.17875912,63
Medical Doctors (per 10k),Low-income countries,2020,0.92,-2.242751093,4.082751093,25
Medical Doctors (per 10k),Lower-middle-income countries,2020,7.12,-0.681077426,14.92107743,49
Medical Doctors (per 10k),Upper-middle-income countries,2020,23.05,6.031138384,40.06886162,53
Medical Doctors (per 10k),High-income countries,2021,36.35,26.76428709,45.93571291,63
Medical Doctors (per 10k),Low-income countries,2021,1.025,-2.52059204,4.57059204,25
Medical Doctors (per 10k),Lower-middle-income countries,2021,7.435,-0.472179357,15.34217936,49
Medical Doctors (per 10k),Upper-middle-income countries,2021,25.17,7.586087452,42.75391255,53
Medical Doctors (per 10k),High-income countries,2022,36.18,26.17647893,46.18352107,63
Medical Doctors (per 10k),Low-income countries,2022,1.34,-1.985437673,4.665437673,25
Medical Doctors (per 10k),Lower-middle-income countries,2022,3.585,-5.498565599,12.6685656,49
Medical Doctors (per 10k),Upper-middle-income countries,2022,25.88,8.060089259,43.69991074,53
Medical Doctors (per 10k),High-income countries,2023,38.015,27.4962585,48.5337415,63
Medical Doctors (per 10k),Low-income countries,2023,1.035,0.323745111,1.746254889,25
Medical Doctors (per 10k),Lower-middle-income countries,2023,7.26,-0.235433974,14.75543397,49
Medical Doctors (per 10k),Upper-middle-income countries,2023,23.41,9.066588557,37.75341144,53
Medical Doctors (per 10k),High-income countries,2024,38.47,26.78345648,50.15654352,63
Medical Doctors (per 10k),Low-income countries,2024,1.03,-6.662567347,8.722567347,25
Medical Doctors (per 10k),Lower-middle-income countries,2024,2.735,-4.313036986,9.783036986,49
Medical Doctors (per 10k),Upper-middle-income countries,2024,18.985,6.276458794,31.69354121,53
Nursing and midwifery personnel (per 10k),High-income countries,2000,72.34,39.88829002,104.79171,63
Nursing and midwifery personnel (per 10k),Low-income countries,2000,44.37,8.324145984,80.41585402,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2000,35.24,7.840178037,62.63982196,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2000,30,9.136372342,50.86362766,53
Nursing and midwifery personnel (per 10k),High-income countries,2001,70.53,35.06794082,105.9920592,63
Nursing and midwifery personnel (per 10k),Low-income countries,2001,53.93,19.61966707,88.24033293,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2001,33.01,5.135058906,60.88494109,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2001,36.57,13.55552511,59.58447489,53
Nursing and midwifery personnel (per 10k),High-income countries,2002,71.515,36.41492604,106.615074,63
Nursing and midwifery personnel (per 10k),Low-income countries,2002,37.98,2.30371279,73.65628721,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2002,33.69,6.998016771,60.38198323,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2002,41.46,18.83385023,64.08614977,53
Nursing and midwifery personnel (per 10k),High-income countries,2003,73.375,36.84070091,109.9092991,63
Nursing and midwifery personnel (per 10k),Low-income countries,2003,12.715,-17.43379784,42.86379784,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2003,35.4,8.344873212,62.45512679,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2003,33.61,12.12386773,55.09613227,53
Nursing and midwifery personnel (per 10k),High-income countries,2004,80.61,47.23365584,113.9863442,63
Nursing and midwifery personnel (per 10k),Low-income countries,2004,6.195,-13.43004659,25.82004659,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2004,31.29,7.648566282,54.93143372,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2004,46.01,20.74231029,71.27768971,53
Nursing and midwifery personnel (per 10k),High-income countries,2005,75.815,40.72559879,110.9044012,63
Nursing and midwifery personnel (per 10k),Low-income countries,2005,7.7,-17.76485538,33.16485538,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2005,31.225,5.2399779,57.2100221,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2005,43.67,18.0077634,69.3322366,53
Nursing and midwifery personnel (per 10k),High-income countries,2006,76.49,42.05138725,110.9286127,63
Nursing and midwifery personnel (per 10k),Low-income countries,2006,5.74,-20.4945261,31.9745261,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2006,30.83,5.111281784,56.54871822,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2006,45.85,23.19359831,68.50640169,53
Nursing and midwifery personnel (per 10k),High-income countries,2007,67.02,32.56179987,101.4782001,63
Nursing and midwifery personnel (per 10k),Low-income countries,2007,6.165,-23.32310754,35.65310754,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2007,19.85,0.258063052,39.44193695,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2007,46.98,19.16921024,74.79078976,53
Nursing and midwifery personnel (per 10k),High-income countries,2008,66.785,32.5637252,101.0062748,63
Nursing and midwifery personnel (per 10k),Low-income countries,2008,5.8,-17.66789374,29.26789374,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2008,16.82,-2.836918925,36.47691892,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2008,47.31,19.95105823,74.66894177,53
Nursing and midwifery personnel (per 10k),High-income countries,2009,64.02,28.96393445,99.07606555,63
Nursing and midwifery personnel (per 10k),Low-income countries,2009,6.715,-3.719535565,17.14953557,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2009,16.34,-7.926841703,40.6068417,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2009,41.59,12.73365961,70.44634039,53
Nursing and midwifery personnel (per 10k),High-income countries,2010,67.14,32.3517773,101.9282227,63
Nursing and midwifery personnel (per 10k),Low-income countries,2010,5.855,-8.510036538,20.22003654,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2010,12.875,-10.99127128,36.74127128,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2010,37.81,11.31385334,64.30614666,53
Nursing and midwifery personnel (per 10k),High-income countries,2011,69.025,30.88169315,107.1683069,63
Nursing and midwifery personnel (per 10k),Low-income countries,2011,6.15,-7.194763514,19.49476351,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2011,17.64,-8.892011451,44.17201145,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2011,31.445,4.392968729,58.49703127,53
Nursing and midwifery personnel (per 10k),High-income countries,2012,82.02,43.43552215,120.6044778,63
Nursing and midwifery personnel (per 10k),Low-income countries,2012,7.795,-5.440490613,21.03049061,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2012,17.93,-9.952704109,45.81270411,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2012,37.26,13.2693016,61.2506984,53
Nursing and midwifery personnel (per 10k),High-income countries,2013,74.08,34.18967796,113.970322,63
Nursing and midwifery personnel (per 10k),Low-income countries,2013,6.33,-3.378675598,16.0386756,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2013,15.79,-10.05886988,41.63886988,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2013,36.61,11.99606757,61.22393243,53
Nursing and midwifery personnel (per 10k),High-income countries,2014,70.36,31.29907117,109.4209288,63
Nursing and midwifery personnel (per 10k),Low-income countries,2014,5.48,0.210619176,10.74938082,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2014,13.53,-9.590685899,36.6506859,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2014,33.39,8.037144115,58.74285588,53
Nursing and midwifery personnel (per 10k),High-income countries,2015,65.31,30.27233297,100.347667,63
Nursing and midwifery personnel (per 10k),Low-income countries,2015,6.295,1.522262316,11.06773768,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2015,14.45,-7.258579677,36.15857968,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2015,31.96,4.682845631,59.23715437,53
Nursing and midwifery personnel (per 10k),High-income countries,2016,70.165,35.55343476,104.7765652,63
Nursing and midwifery personnel (per 10k),Low-income countries,2016,4.89,0.039390426,9.740609574,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2016,15.9,-6.489865739,38.28986574,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2016,34.175,7.826327061,60.52367294,53
Nursing and midwifery personnel (per 10k),High-income countries,2017,69.31,33.73253603,104.887464,63
Nursing and midwifery personnel (per 10k),Low-income countries,2017,8.07,-5.363564954,21.50356495,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2017,15.925,-6.422133502,38.2721335,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2017,31.24,6.296039799,56.1839602,53
Nursing and midwifery personnel (per 10k),High-income countries,2018,71.53,35.80440914,107.2555909,63
Nursing and midwifery personnel (per 10k),Low-income countries,2018,5.56,-4.779230258,15.89923026,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2018,16.79,-3.41233098,36.99233098,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2018,33.25,9.589939,56.910061,53
Nursing and midwifery personnel (per 10k),High-income countries,2019,73.98,36.78375677,111.1762432,63
Nursing and midwifery personnel (per 10k),Low-income countries,2019,8.82,-6.911647797,24.5516478,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2019,15.695,-6.378125784,37.76812578,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2019,37.75,17.24422161,58.25577839,53
Nursing and midwifery personnel (per 10k),High-income countries,2020,77.45,38.82548725,116.0745127,63
Nursing and midwifery personnel (per 10k),Low-income countries,2020,7.06,2.928800128,11.19119987,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2020,19.73,-2.107634339,41.56763434,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2020,39.42,18.63381746,60.20618254,53
Nursing and midwifery personnel (per 10k),High-income countries,2021,80.28,43.87129352,116.6887065,63
Nursing and midwifery personnel (per 10k),Low-income countries,2021,8.29,3.3824536,13.1975464,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2021,18.73,-4.199464568,41.65946457,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2021,44.94,22.19746601,67.68253399,53
Nursing and midwifery personnel (per 10k),High-income countries,2022,79.99,43.4134394,116.5665606,63
Nursing and midwifery personnel (per 10k),Low-income countries,2022,8.37,3.437882535,13.30211746,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2022,16.97,-5.345223706,39.28522371,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2022,42.465,19.88790851,65.04209149,53
Nursing and midwifery personnel (per 10k),High-income countries,2023,77.075,40.62022833,113.5297717,63
Nursing and midwifery personnel (per 10k),Low-income countries,2023,5.66,0.111224502,11.2087755,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2023,18.57,-4.823514581,41.96351458,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2023,37.445,16.53395697,58.35604303,53
Nursing and midwifery personnel (per 10k),High-income countries,2024,86.07,45.29983091,126.8401691,63
Nursing and midwifery personnel (per 10k),Low-income countries,2024,7.06,-3.83001631,17.95001631,25
Nursing and midwifery personnel (per 10k),Lower-middle-income countries,2024,13.77,-1.215418414,28.75541841,49
Nursing and midwifery personnel (per 10k),Upper-middle-income countries,2024,40.92,17.46938822,64.37061178,53
Community Health Workers (per 10k),Low-income countries,2000,0.351435355,-4.648564645,5.351435355,24
Community Health Workers (per 10k),Lower-middle-income countries,2000,7.177346475,2.63104803,11.72364492,37
Community Health Workers (per 10k),Upper-middle-income countries,2000,5.876361326,3.487768144,8.264954507,27
Community Health Workers (per 10k),Low-income countries,2001,0.355934426,-4.644065574,5.355934426,24
Community Health Workers (per 10k),Lower-middle-income countries,2001,8.377934665,3.377934665,13.37793466,37
Community Health Workers (per 10k),Upper-middle-income countries,2001,4.794821359,1.314789094,8.274853624,27
Community Health Workers (per 10k),Upper-middle-income countries,2002,4.545624428,3.987195346,5.10405351,27
Community Health Workers (per 10k),Low-income countries,2003,2.215457427,1.655325636,2.775589217,24
Community Health Workers (per 10k),Lower-middle-income countries,2003,6.703486964,1.703486964,11.70348696,37
Community Health Workers (per 10k),Upper-middle-income countries,2003,4.882460535,2.810689943,6.954231127,27
Community Health Workers (per 10k),Low-income countries,2004,1.360191439,-3.498645206,6.219028084,24
Community Health Workers (per 10k),Lower-middle-income countries,2004,11.9339741,-3.259064873,27.12701307,37
Community Health Workers (per 10k),Upper-middle-income countries,2004,3.422511234,0.517511549,6.327510919,27
Community Health Workers (per 10k),Low-income countries,2005,2.637015496,-21.26536053,26.53939153,24
Community Health Workers (per 10k),Lower-middle-income countries,2005,6.996282562,1.996282562,11.99628256,37
Community Health Workers (per 10k),Upper-middle-income countries,2005,6.414412786,4.414588384,8.414237189,27
Community Health Workers (per 10k),High-income countries,2006,0.491487218,-4.508512782,5.491487218,18
Community Health Workers (per 10k),Low-income countries,2006,0.656480223,-4.343519777,5.656480223,24
Community Health Workers (per 10k),Lower-middle-income countries,2006,7.264186279,2.264186279,12.26418628,37
Community Health Workers (per 10k),Upper-middle-income countries,2006,6.222767368,4.363274549,8.082260187,27
Community Health Workers (per 10k),Low-income countries,2007,1.690688135,-0.976620259,4.35799653,24
Community Health Workers (per 10k),Lower-middle-income countries,2007,6.637802668,2.264278685,11.01132665,37
Community Health Workers (per 10k),Upper-middle-income countries,2007,4.689875321,1.579604643,7.800145998,27
Community Health Workers (per 10k),Low-income countries,2008,2.889106464,0.468349419,5.309863509,24
Community Health Workers (per 10k),Lower-middle-income countries,2008,3.210453334,0.109437673,6.311468995,37
Community Health Workers (per 10k),Upper-middle-income countries,2008,2.667270318,1.794284663,3.540255974,27
Community Health Workers (per 10k),Low-income countries,2009,3.516740098,1.647821307,5.385658888,24
Community Health Workers (per 10k),Lower-middle-income countries,2009,4.155816971,-1.152992088,9.464626029,37
Community Health Workers (per 10k),Upper-middle-income countries,2009,2.439125919,0.168979057,4.709272781,27
Community Health Workers (per 10k),Low-income countries,2010,0.951817238,-2.940693542,4.844328019,24
Community Health Workers (per 10k),Lower-middle-income countries,2010,4.882350741,-3.613166383,13.37786786,37
Community Health Workers (per 10k),Upper-middle-income countries,2010,8.078529878,0.751838572,15.40522118,27
Community Health Workers (per 10k),High-income countries,2011,0.234047882,-4.765952118,5.234047882,18
Community Health Workers (per 10k),Low-income countries,2011,0.886139248,-0.929605128,2.701883624,24
Community Health Workers (per 10k),Lower-middle-income countries,2011,0.619447534,-2.825348564,4.064243632,37
Community Health Workers (per 10k),Upper-middle-income countries,2011,4.103735291,0.586795547,7.620675035,27
Community Health Workers (per 10k),High-income countries,2012,1.198932821,-3.801067179,6.198932821,18
Community Health Workers (per 10k),Low-income countries,2012,0.951967198,-1.052140151,2.956074546,24
Community Health Workers (per 10k),Lower-middle-income countries,2012,4.249892852,-1.135767867,9.635553571,37
Community Health Workers (per 10k),Upper-middle-income countries,2012,4.078303426,0.687000637,7.469606215,27
Community Health Workers (per 10k),High-income countries,2013,0.807791641,-0.07321133,1.688794612,18
Community Health Workers (per 10k),Low-income countries,2013,2.011371862,-0.15345547,4.176199193,24
Community Health Workers (per 10k),Lower-middle-income countries,2013,1.932725735,0.985844059,2.879607411,37
Community Health Workers (per 10k),Upper-middle-income countries,2013,3.788579635,1.002437103,6.574722167,27
Community Health Workers (per 10k),High-income countries,2014,1.481823627,-3.518176373,6.481823627,18
Community Health Workers (per 10k),Upper-middle-income countries,2014,7.624053446,2.742240782,12.50586611,27
Community Health Workers (per 10k),High-income countries,2015,8.482778575,-1.426574641,18.39213179,18
Community Health Workers (per 10k),Low-income countries,2015,7.778313617,-15.9182224,31.47484963,24
Community Health Workers (per 10k),Lower-middle-income countries,2015,0.606120523,0.392804592,0.819436454,37
Community Health Workers (per 10k),Upper-middle-income countries,2015,1.854740556,-1.38801016,5.097491272,27
Community Health Workers (per 10k),High-income countries,2016,0.971027766,0.114551757,1.827503775,18
Community Health Workers (per 10k),Low-income countries,2016,8.236165742,0.383677317,16.08865417,24
Community Health Workers (per 10k),Lower-middle-income countries,2016,7.558130887,3.384907512,11.73135426,37
Community Health Workers (per 10k),Upper-middle-income countries,2016,3.178027552,1.009419675,5.346635428,27
Community Health Workers (per 10k),High-income countries,2017,0.392807092,-0.380271978,1.165886162,18
Community Health Workers (per 10k),Low-income countries,2017,5.373081163,0.332306666,10.41385566,24
Community Health Workers (per 10k),Lower-middle-income countries,2017,2.697015124,-0.772827004,6.166857252,37
Community Health Workers (per 10k),Upper-middle-income countries,2017,14.09302761,3.86133494,24.32472028,27
Community Health Workers (per 10k),High-income countries,2018,0.953838962,0.165116315,1.742561609,18
Community Health Workers (per 10k),Low-income countries,2018,6.664815973,-2.362098843,15.69173079,24
Community Health Workers (per 10k),Lower-middle-income countries,2018,5.491188007,-13.59511879,24.57749481,37
Community Health Workers (per 10k),Upper-middle-income countries,2018,6.392475519,-47.77587462,60.56082566,27
Community Health Workers (per 10k),High-income countries,2019,1.257297708,-0.823646114,3.33824153,18
Community Health Workers (per 10k),Low-income countries,2019,13.58561273,-2.815908798,29.98713426,24
Community Health Workers (per 10k),Lower-middle-income countries,2019,4.716404826,-3.270866958,12.70367661,37
Community Health Workers (per 10k),Upper-middle-income countries,2019,3.644565522,-0.384701101,7.673832144,27
Community Health Workers (per 10k),High-income countries,2020,1.060042257,-1.692757932,3.812842447,18
Community Health Workers (per 10k),Low-income countries,2020,8.777181074,-3.063483126,20.61784527,24
Community Health Workers (per 10k),Lower-middle-income countries,2020,8.565683063,-5.251832882,22.38319901,37
Community Health Workers (per 10k),Upper-middle-income countries,2020,1.270231159,-0.939205647,3.479667965,27
Community Health Workers (per 10k),High-income countries,2021,1.498564487,1.081377618,1.915751355,18
Community Health Workers (per 10k),Low-income countries,2021,6.069362708,-8.54817319,20.68689861,24
Community Health Workers (per 10k),Lower-middle-income countries,2021,3.877941292,-1.656532252,9.412414837,37
Community Health Workers (per 10k),Upper-middle-income countries,2021,4.180927194,2.589333492,5.772520895,27
Community Health Workers (per 10k),High-income countries,2022,0.800827714,-1.378206777,2.979862205,18
Community Health Workers (per 10k),Low-income countries,2022,4.800718663,-4.529686758,14.13112408,24
Community Health Workers (per 10k),Lower-middle-income countries,2022,4.772369441,-11.73292051,21.2776594,37
Community Health Workers (per 10k),Upper-middle-income countries,2022,4.870774018,-0.474127278,10.21567531,27
Community Health Workers (per 10k),High-income countries,2023,0.324103198,-2.442088082,3.090294478,18
Community Health Workers (per 10k),Low-income countries,2023,3.479400905,-1.043710448,8.002512257,24
Community Health Workers (per 10k),Lower-middle-income countries,2023,6.033565616,-3.619652065,15.6867833,37
Community Health Workers (per 10k),Upper-middle-income countries,2023,4.285368425,-2.245909464,10.81664631,27
Community Health Workers (per 10k),High-income countries,2024,0.213060275,-3.335632296,3.761752847,18
Community Health Workers (per 10k),Low-income countries,2024,5.4987898,-8.390233584,19.38781318,24
Community Health Workers (per 10k),Lower-middle-income countries,2024,7.334667284,-2.358123326,17.0274579,37
Community Health Workers (per 10k),Upper-middle-income countries,2024,6.443317475,-0.125291689,13.01192664,27
